Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,Empty,Empty,Empty,Empty,Empty,energy_above_hull (meV/atom),formation_energy (eV/atom)
Sr8V4Ni4O24,Sr,,,V,Ni,,O,4,,,,,,161.9662684,-1.584938629
Sr8V4Os4O24,Sr,,,V,Os,,O,4,,,,,,94.3179777,-1.740465827
Sr8V4Pd4O24,Sr,,,V,Pd,,O,4,,,,,,179.3695136,-1.574730513
Sr8V4Pt4O24,Sr,,,V,Pt,,O,4,,,,,,182.44993,-1.549377425
Sr8V4Re4O24,Sr,,,V,Re,,O,4,,,,,,35.07038698,-1.929821616
Sr8V4Rh4O24,Sr,,,V,Rh,,O,4,,,,,,110.1102234,-1.694148606
Sr8V4Ru4O24,Sr,,,V,Ru,,O,4,,,,,,90.435045,-1.756698507
Sr8V4Si4O24,Sr,,,V,Si,,O,4,,,,,,155.9098643,-2.259024849
Sr8V4Sn4O24,Sr,,,V,Sn,,O,4,,,,,,82.91347525,-1.930308205
Sr8V4Zn4O24,Sr,,,V,Zn,,O,4,,,,,,198.1054359,-1.721685246
Sr8V6Co2O24,Sr,,,V,Co,,O,4,,,,,,109.5829639,-1.951703637
Sr8V6Cr2O24,Sr,,,V,Cr,,O,4,,,,,,59.14294608,-2.071055903
Sr8V6Cu2O24,Sr,,,V,Cu,,O,4,,,,,,165.7330786,-1.874543548
Sr8V6Fe2O24,Sr,,,V,Fe,,O,4,,,,,,71.47961918,-2.015637958
Sr8V6Ga2O24,Sr,,,V,Ga,,O,4,,,,,,78.46706618,-2.052086692
Sr8V6Ge2O24,Sr,,,V,Ge,,O,4,,,,,,61.69987974,-2.047173855
Sr8V6Ir2O24,Sr,,,V,Ir,,O,4,,,,,,143.0754748,-1.895698866
Sr8V6Mo2O24,Sr,,,V,Mo,,O,4,,,,,,192.0092834,-1.890437512
Sr8V6Ni2O24,Sr,,,V,Ni,,O,4,,,,,,143.739984,-1.894530856
Sr8V6Os2O24,Sr,,,V,Os,,O,4,,,,,,101.0206738,-1.941619705
Sr8V6Pd2O24,Sr,,,V,Pd,,O,4,,,,,,182.4171596,-1.849241798
Sr8V6Pt2O24,Sr,,,V,Pt,,O,4,,,,,,178.9445591,-1.849638504
Sr8V6Re2O24,Sr,,,V,Re,,O,4,,,,,,38.13605333,-2.029626725
Sr8V6Rh2O24,Sr,,,V,Rh,,O,4,,,,,,123.6897103,-1.914913845
Sr8V6Ru2O24,Sr,,,V,Ru,,O,4,,,,,,97.25569603,-1.949529545
Sr8V6Si2O24,Sr,,,V,Si,,O,4,,,,,,98.25644159,-2.188123591
Sr8V6Sn2O24,Sr,,,V,Sn,,O,4,,,,,,66.26244234,-2.018798394
Sr8V6Zn2O24,Sr,,,V,Zn,,O,4,,,,,,124.7593806,-1.97551779
Sr8V7Co1O24,Sr,,,V,Co,,O,4,,,,,,72.94226156,-2.045777361
Sr8V7Cr1O24,Sr,,,V,Cr,,O,4,,,,,,39.79880187,-2.096981993
Sr8V7Cu1O24,Sr,,,V,Cu,,O,4,,,,,,112.9491065,-2.004364566
Sr8V7Fe1O24,Sr,,,V,Fe,,O,4,,,,,,50.44715644,-2.069896396
Sr8V7Ga1O24,Sr,,,V,Ga,,O,4,,,,,,49.79361192,-2.087164638
Sr8V7Ge1O24,Sr,,,V,Ge,,O,4,,,,,,40.68907009,-2.08674897
Sr8V7Ir1O24,Sr,,,V,Ir,,O,4,,,,,,105.8596975,-2.011453975
Sr8V7Mo1O24,Sr,,,V,Mo,,O,4,,,,,,111.3695513,-2.008506923
Sr8V7Ni1O24,Sr,,,V,Ni,,O,4,,,,,,109.9729525,-2.00734072
Sr8V7Os1O24,Sr,,,V,Os,,O,4,,,,,,87.08840286,-2.03022527
Sr8V7Pd1O24,Sr,,,V,Pd,,O,4,,,,,,132.0199815,-1.985293691
Sr8V7Pt1O24,Sr,,,V,Pt,,O,4,,,,,,129.1676285,-1.988146044
Sr8V7Re1O24,Sr,,,V,Re,,O,4,,,,,,38.74966816,-2.079658404
Sr8V7Rh1O24,Sr,,,V,Rh,,O,4,,,,,,95.53083323,-2.021782839
Sr8V7Ru1O24,Sr,,,V,Ru,,O,4,,,,,,84.58123286,-2.03273244
Sr8V7Si1O24,Sr,,,V,Si,,O,4,,,,,,62.09475103,-2.154584462
Sr8V7Sn1O24,Sr,,,V,Sn,,O,4,,,,,,49.53238936,-2.070605489
Sr8V7Zn1O24,Sr,,,V,Zn,,O,4,,,,,,71.88859602,-2.054355687
Sr8V8O24,Sr,,,V,,,O,3,,,,,,17.84640765,-2.125516334
Sr8Y1V7O24,Sr,,,Y,V,,O,4,,,,,,64.14092369,-2.172679249
Sr8Y2V6O24,Sr,,,Y,V,,O,4,,,,,,93.84230286,-2.231961165
Sr8Y4V4O24,Sr,,,Y,V,,O,4,,,,,,112.1749515,-2.378804746
Sr8Zr1V7O24,Sr,,,Zr,V,,O,4,,,,,,24.15276207,-2.212879884
Sr8Zr2V6O24,Sr,,,Zr,V,,O,4,,,,,,21.50586649,-2.309196684
Sr8Zr4V4O24,Sr,,,Zr,V,,O,4,,,,,,4.755575327,-2.513286785
Y4Ba4Co4Ni4O24,Y,Ba,,Ni,Co,,O,5,,,,,,218.4426163,-1.285224798
Y4Ba4Co6Ni2O24,Y,Ba,,Co,Ni,,O,5,,,,,,285.3444281,-1.268378079
Y4Ba4Co7Ni1O24,Y,Ba,,Co,Ni,,O,5,,,,,,259.886084,-1.31886397
Y4Ba4Fe1Co7O24,Y,Ba,,Co,Fe,,O,5,,,,,,153.2465035,-1.480776646
Y4Ba4Fe1Ni7O24,Y,Ba,,Ni,Fe,,O,5,,,,,,340.306363,-1.081063162
Y4Ba4Fe2Co6O24,Y,Ba,,Co,Fe,,O,5,,,,,,136.2937671,-1.527974931
Y4Ba4Fe2Ni6O24,Y,Ba,,Ni,Fe,,O,5,,,,,,320.5298246,-1.165671338
Y4Ba4Mn1Co7O24,Y,Ba,,Co,Mn,,O,5,,,,,,244.1489113,-1.409579121
Y4Ba4Mn1Ni7O24,Y,Ba,,Ni,Mn,,O,5,,,,,,349.4533811,-1.095324387
Y4Ba4Mn2Co6O24,Y,Ba,,Co,Mn,,O,5,,,,,,149.9483327,-1.553730132
Y4Ba4Mn2Fe6O24,Y,Ba,,Fe,Fe,,O,5,,,,,,950.2279059,-0.933862094
Y4Ba4Mn2Ni6O24,Y,Ba,,Ni,Mn,,O,5,,,,,,337.2143761,-1.199086788
Y4Ba4Mn4Co4O24,Y,Ba,,Co,Mn,,O,5,,,,,,140.4059574,-1.661971402
Y4Ba4Mn4Ni4O24,Y,Ba,,Ni,Mn,,O,5,,,,,,292.5360838,-1.40973109
Y4Ba4Mn6Co2O24,Y,Ba,,Mn,Co,,O,5,,,,,,144.0065577,-1.746401423
Y4Ba4Mn6Fe2O24,Y,Ba,,Mn,Fe,,O,5,,,,,,205.0929261,-1.745765244
Y4Ba4Mn6Ni2O24,Y,Ba,,Mn,Ni,,O,5,,,,,,251.1966202,-1.594398892
Y4Ba4Mn7Co1O24,Y,Ba,,Mn,Co,,O,5,,,,,,152.280199,-1.782102184
Y4Ba4Mn7Fe1O24,Y,Ba,,Mn,Fe,,O,5,,,,,,212.3025083,-1.752304969
Y4Ba4Mn7Ni1O24,Y,Ba,,Mn,Ni,,O,5,,,,,,231.4818553,-1.680494293
Y4Ba4Ni4Co4O24,Y,Ba,,Co,Ni,,O,5,,,,,,226.5076163,-1.277159798
Y4Ba4Ni6Co2O24,Y,Ba,,Ni,Co,,O,5,,,,,,362.4610545,-1.091151267
Y4Ba4Ni7Co1O24,Y,Ba,,Ni,Co,,O,5,,,,,,367.1832279,-1.037891876
Y4Ca4Co4Ni4O24,Y,Ca,,Ni,Co,,O,5,,,,,,280.8542922,-1.263886827
Y4Ca4Co6Ni2O24,Y,Ca,,Co,Ni,,O,5,,,,,,252.161354,-1.342634858
Y4Ca4Co7Ni1O24,Y,Ca,,Co,Ni,,O,5,,,,,,88.62675986,-1.531196999
Y4Ca4Fe1Co7O24,Y,Ca,,Co,Fe,,O,5,,,,,,76.49603762,-1.600733675
Y4Ca4Fe1Ni7O24,Y,Ca,,Ni,Fe,,O,5,,,,,,350.0525705,-1.153252691
Y4Ca4Fe2Co6O24,Y,Ca,,Co,Fe,,O,5,,,,,,76.97840947,-1.63262971
Y4Ca4Fe2Ni6O24,Y,Ca,,Ni,Fe,,O,5,,,,,,328.5417225,-1.233437867
Y4Ca4Mn1Co7O24,Y,Ca,,Co,Mn,,O,5,,,,,,82.31637554,-1.60983865
Y4Ca4Mn1Ni7O24,Y,Ca,,Ni,Mn,,O,5,,,,,,346.9020343,-1.170060166
Y4Ca4Mn2Co6O24,Y,Ca,,Co,Mn,,O,5,,,,,,210.1078353,-1.529350911
Y4Ca4Mn2Ni6O24,Y,Ca,,Ni,Mn,,O,5,,,,,,318.4346499,-1.270858817
Y4Ca4Mn4Co4O24,Y,Ca,,Co,Mn,,O,5,,,,,,187.8852549,-1.646180931
Y4Ca4Mn4Ni4O24,Y,Ca,,Ni,Mn,,O,5,,,,,,259.0863813,-1.474869619
Y4Ca4Mn6Co2O24,Y,Ca,,Mn,Co,,O,5,,,,,,193.9698557,-1.730291952
Y4Ca4Mn6Fe2O24,Y,Ca,,Mn,Fe,,O,5,,,,,,183.4491901,-1.803363523
Y4Ca4Mn6Ni2O24,Y,Ca,,Mn,Ni,,O,5,,,,,,216.4546126,-1.662163921
Y4Ca4Mn7Co1O24,Y,Ca,,Mn,Co,,O,5,,,,,,192.0887468,-1.775064963
Y4Ca4Mn7Fe1O24,Y,Ca,,Mn,Fe,,O,5,,,,,,188.513164,-1.809915998
Y4Ca4Mn7Ni1O24,Y,Ca,,Mn,Ni,,O,5,,,,,,197.3090003,-1.747023072
Y4Ca4Ni4Co4O24,Y,Ca,,Co,Ni,,O,5,,,,,,144.8890422,-1.399852077
Y4Ca4Ni6Co2O24,Y,Ca,,Ni,Co,,O,5,,,,,,338.9554804,-1.155730546
Y4Ca4Ni7Co1O24,Y,Ca,,Ni,Co,,O,5,,,,,,353.3495745,-1.116308905
Y4Ho4Co8O24,Y,Ho,,Co,,,O,4,,,,,,59.2192098,-1.868227225
Y4Ho4Cr8O24,Y,Ho,,Cr,,,O,4,,,,,,28.314724,-2.400597286
Y4Ho4Fe8O24,Y,Ho,,Fe,,,O,4,,,,,,34.01532975,-2.134871008
Y4Ho4Ga8O24,Y,Ho,,Ga,,,O,4,,,,,,82.99657195,-2.322070443
Y4Ho4Mn8O24,Y,Ho,,Mn,,,O,4,,,,,,55.08861603,-2.226020058
Y4Ho4Ni8O24,Y,Ho,,Ni,,,O,4,,,,,,86.51921261,-1.64070685
Y4Ho4Sc8O24,Y,Ho,,Sc,,,O,4,,,,,,46.35809831,-3.17073943
Y4Ho4Ti8O24,Y,Ho,,Ti,,,O,4,,,,,,52.42546125,-2.850796387
Y4Ho4V8O24,Y,Ho,,V,,,O,4,,,,,,0,-2.53664001
Y4Sr4Co4Ni4O24,Y,Sr,,Ni,Co,,O,5,,,,,,147.5252982,-1.370157161
Y4Sr4Co6Ni2O24,Y,Sr,,Co,Ni,,O,5,,,,,,123.03536,-1.444702192
Y4Sr4Co7Ni1O24,Y,Sr,,Co,Ni,,O,5,,,,,,109.3810159,-1.483384083
Y4Sr4Fe1Co7O24,Y,Sr,,Co,Fe,,O,5,,,,,,89.57790862,-1.561371759
Y4Sr4Fe1Ni7O24,Y,Sr,,Ni,Fe,,O,5,,,,,,304.8512461,-1.159433525
Y4Sr4Fe2Co6O24,Y,Sr,,Co,Fe,,O,5,,,,,,104.4596454,-1.579647044
Y4Sr4Fe2Ni6O24,Y,Sr,,Ni,Fe,,O,5,,,,,,287.7554957,-1.242096451
Y4Sr4Mn1Co7O24,Y,Sr,,Co,Mn,,O,5,,,,,,88.59695145,-1.581940984
Y4Sr4Mn1Ni7O24,Y,Sr,,Ni,Fe,,O,5,,,,,,318.7853538,-1.165954
Y4Sr4Mn2Co6O24,Y,Sr,,Co,Mn,,O,5,,,,,,170.0059811,-1.553277245
Y4Sr4Mn4Co4O24,Y,Sr,,Co,Mn,,O,5,,,,,,77.46656255,-1.736427515
Y4Sr4Mn4Ni4O24,Y,Sr,,Ni,Mn,,O,5,,,,,,233.3836657,-1.484807953
Y4Sr4Mn6Co2O24,Y,Sr,,Mn,Co,,O,5,,,,,,158.2029129,-1.743721786
Y4Sr4Mn6Fe2O24,Y,Sr,,Mn,Fe,,O,5,,,,,,143.5192813,-1.818855607
Y4Sr4Mn6Ni2O24,Y,Sr,,Mn,Ni,,O,5,,,,,,184.9077254,-1.672204505
Y4Sr4Mn7Co1O24,Y,Sr,,Mn,Co,,O,5,,,,,,55.5045542,-1.890394547
Y4Sr4Mn7Fe1O24,Y,Sr,,Mn,Fe,,O,5,,,,,,150.8018634,-1.825322332
Y4Sr4Mn7Ni1O24,Y,Sr,,Mn,Ni,,O,5,,,,,,165.4564605,-1.758036406
Y4Sr4Ni4Co4O24,Y,Sr,,Co,Ni,,O,5,,,,,,148.3405482,-1.369341911
Y4Sr4Ni6Co2O24,Y,Sr,,Ni,Co,,O,5,,,,,,299.1125783,-1.16076188
Y4Sr4Ni7Co1O24,Y,Sr,,Ni,Co,,O,5,,,,,,210.3297874,-1.218966239
Y6Hf2Mn6Zn2O24,Y,Zn,,Mn,Hf,,O,5,,,,,,91.15693652,-2.195059885
Y6Hf2Zn2Co6O24,Y,Zn,,Co,Hf,,O,5,,,,,,124.0229465,-1.905572322
Y6Hf2Zn2Fe6O24,Y,Zn,,Fe,Hf,,O,5,,,,,,137.4886591,-2.075221034
Y6Hf2Zn2Ni6O24,Y,Zn,,Ni,Hf,,O,5,,,,,,187.4276767,-1.684654728
Y6Ho2Co8O24,Y,Ho,,Co,,,O,4,,,,,,56.31928935,-1.862963437
Y6Ho2Cr8O24,Y,Ho,,Cr,,,O,4,,,,,,21.28138975,-2.399311248
Y6Ho2Fe8O24,Y,Ho,,Fe,,,O,4,,,,,,27.11965388,-2.13386522
Y6Ho2Ga8O24,Y,Ho,,Ga,,,O,4,,,,,,76.50326643,-2.320871655
Y6Ho2Mn8O24,Y,Ho,,Mn,,,O,4,,,,,,46.95075044,-2.22514252
Y6Ho2Ni8O24,Y,Ho,,Ni,,,O,4,,,,,,87.26704216,-1.631795312
Y6Ho2Sc8O24,Y,Ho,,Sc,,,O,4,,,,,,37.43527934,-3.170621892
Y6Ho2Ti8O24,Y,Ho,,Ti,,,O,4,,,,,,53.68625363,-2.842430599
Y6Ho2V8O24,Y,Ho,,V,,,O,4,,,,,,0,-2.528598472
Y6Mn6Nb2Zn2O24,Y,Zn,,Mn,Nb,,O,5,,,,,,88.46084748,-2.099334521
Y6Mn8Zn2O24,Y,Zn,,Mn,,,O,4,,,,,,77.04502053,-1.900454357
Y6Nb2Zn2Co6O24,Y,Zn,,Co,Nb,,O,5,,,,,,119.6575878,-1.835597208
Y6Nb2Zn2Fe6O24,Y,Zn,,Fe,Nb,,O,5,,,,,,209.8826285,-1.898742421
Y6Nb2Zn2Ni6O24,Y,Zn,,Ni,Nb,,O,5,,,,,,165.7936524,-1.639295865
Y6Ta2Mn6Zn2O24,Y,Zn,,Mn,Ta,,O,5,,,,,,80.94033473,-2.157577367
Y6Ta2Zn2Co6O24,Y,Zn,,Co,Ta,,O,5,,,,,,114.3679263,-1.895334305
Y6Ta2Zn2Fe6O24,Y,Zn,,Fe,Ta,,O,5,,,,,,127.740217,-2.035332267
Y6Ta2Zn2Ni6O24,Y,Zn,,Ni,Ta,,O,5,,,,,,156.9412409,-1.702595711
Y6Ti2Mn6Zn2O24,Y,Zn,,Mn,Ti,,O,5,,,,,,74.58551681,-2.145074439
Y6Ti2Zn2Co6O24,Y,Zn,,Co,Ti,,O,5,,,,,,103.9649939,-1.873527377
Y6Ti2Zn2Fe6O24,Y,Zn,,Fe,Ti,,O,5,,,,,,70.6664565,-2.089940339
Y6Ti2Zn2Ni6O24,Y,Zn,,Ni,Ti,,O,5,,,,,,174.631224,-1.645348283
Y6Zn2Co8O24,Y,Zn,,Co,,,O,4,,,,,,119.2983735,-1.513599774
Y6Zn2Fe8O24,Y,Zn,,Fe,,,O,4,,,,,,93.38585243,-1.782985057
Y6Zn2Ni8O24,Y,Zn,,Ni,,,O,4,,,,,,228.9145309,-1.196282899
Y6Zr2Mn6Zn2O24,Y,Zn,,Mn,Zr,,O,5,,,,,,83.80925664,-2.171431383
Y6Zr2Zn2Co6O24,Y,Zn,,Co,Zr,,O,5,,,,,,116.8908945,-1.88815832
Y6Zr2Zn2Fe6O24,Y,Zn,,Fe,Zr,,O,5,,,,,,72.36735708,-2.115796283
Y6Zr2Zn2Ni6O24,Y,Zn,,Ni,Zr,,O,5,,,,,,187.5196246,-1.660016727
Y7Mn8Zn1O24,Y,Zn,,Mn,,,O,4,,,,,,59.67920269,-2.060609419
Y7Zn1Co8O24,Y,Zn,,Co,,,O,4,,,,,,84.41249622,-1.687596086
Y7Zn1Fe8O24,Y,Zn,,Fe,,,O,4,,,,,,54.94979021,-1.959777369
Y7Zn1Ni8O24,Y,Zn,,Ni,,,O,4,,,,,,185.7288263,-1.382319211
Y8Co1Ni7O24,Y,,,Ni,Co,,O,4,,,,,,70.94302761,-1.664983164
Y8Co2Ni6O24,Y,,,Ni,Co,,O,4,,,,,,53.30068351,-1.707653055
Y8Co4Ni4O24,Y,,,Ni,Co,,O,4,,,,,,17.70199531,-1.793306836
Y8Co6Ni2O24,Y,,,Co,Ni,,O,4,,,,,,61.55780711,-1.799506117
Y8Co7Ni1O24,Y,,,Co,Ni,,O,4,,,,,,51.91571301,-1.834175758
Y8Co8O24,Y,,,Co,,,O,3,,,,,,48.77586891,-1.862343149
Y8Cr1Co7O24,Y,,,Co,Cr,,O,4,,,,,,73.23476723,-1.900528531
Y8Cr1Fe7O24,Y,,,Fe,Cr,,O,4,,,,,,17.21211269,-2.168270029
Y8Cr1Ga7O24,Y,,,Ga,Cr,,O,4,,,,,,62.33246794,-2.329763722
Y8Cr1Ni7O24,Y,,,Ni,Cr,,O,4,,,,,,67.66092594,-1.730909547
Y8Cr2Co6O24,Y,,,Co,Cr,,O,4,,,,,,62.44816555,-1.973959414
Y8Cr2Fe6O24,Y,,,Fe,Cr,,O,4,,,,,,14.17874738,-2.203702126
Y8Cr2Ga6O24,Y,,,Ga,Cr,,O,4,,,,,,55.14080188,-2.339837827
Y8Cr2Ni6O24,Y,,,Ni,Cr,,O,4,,,,,,71.76198016,-1.81448032
Y8Cr4Co4O24,Y,,,Co,Cr,,O,4,,,,,,34.2214622,-2.127474679
Y8Cr4Fe4O24,Y,,,Cr,Fe,,O,4,,,,,,7.99376675,-2.274684571
Y8Cr4Ga4O24,Y,,,Ga,Cr,,O,4,,,,,,40.70021975,-2.360043288
Y8Cr4Ni4O24,Y,,,Ni,Cr,,O,4,,,,,,37.60933861,-2.023976617
Y8Cr6Co2O24,Y,,,Cr,Co,,O,4,,,,,,28.66375885,-2.258320944
Y8Cr6Fe2O24,Y,,,Cr,Fe,,O,4,,,,,,11.01778613,-2.336458015
Y8Cr6Ni2O24,Y,,,Cr,Ni,,O,4,,,,,,37.37694705,-2.199552663
Y8Cr7Co1O24,Y,,,Cr,Co,,O,4,,,,,,21.53240718,-2.328096577
Y8Cr7Fe1O24,Y,,,Cr,Fe,,O,4,,,,,,12.40117081,-2.367473362
Y8Cr7Ni1O24,Y,,,Cr,Ni,,O,4,,,,,,28.40700128,-2.296194436
Y8Cr8O24,Y,,,Cr,,,O,3,,,,,,14.2008055,-2.39807246
Y8Fe1Co7O24,Y,,,Co,Fe,,O,4,,,,,,160.3346325,-1.781029934
Y8Fe1Ni7O24,Y,,,Ni,Fe,,O,4,,,,,,110.6647737,-1.6589082
Y8Fe2Co6O24,Y,,,Co,Fe,,O,4,,,,,,121.9748962,-1.849635219
Y8Fe2Ni6O24,Y,,,Ni,Fe,,O,4,,,,,,105.6249257,-1.722622376
Y8Fe4Co4O24,Y,,,Co,Fe,,O,4,,,,,,28.36967345,-2.00373154
Y8Fe4Ni4O24,Y,,,Fe,Ni,,O,4,,,,,,36.22347961,-1.909372478
Y8Fe6Co2O24,Y,,,Fe,Co,,O,4,,,,,,29.90345073,-2.062688861
Y8Fe6Ni2O24,Y,,,Fe,Ni,,O,4,,,,,,58.14981868,-1.99799233
Y8Fe7Co1O24,Y,,,Fe,Co,,O,4,,,,,,27.79921436,-2.095038646
Y8Fe7Ni1O24,Y,,,Fe,Ni,,O,4,,,,,,37.46802334,-2.067144756
Y8Fe8O24,Y,,,Fe,,,O,3,,,,,,20.138728,-2.132944682
Y8Ga4Co4O24,Y,,,Ga,Co,,O,4,,,,,,67.41487645,-2.082751508
Y8Ga4Fe4O24,Y,,,Ga,Fe,,O,4,,,,,,36.096681,-2.235051899
Y8Ga4Ni4O24,Y,,,Ga,Ni,,O,4,,,,,,121.6935029,-1.928362695
Y8Ga6Co2O24,Y,,,Ga,Co,,O,4,,,,,,69.81775523,-2.199872312
Y8Ga6Fe2O24,Y,,,Ga,Fe,,O,4,,,,,,52.2740325,-2.277907133
Y8Ga6Ni2O24,Y,,,Ga,Ni,,O,4,,,,,,97.23119343,-2.122403781
Y8Ga7Co1O24,Y,,,Ga,Co,,O,4,,,,,,68.97106961,-2.260480839
Y8Ga7Fe1O24,Y,,,Ga,Fe,,O,4,,,,,,60.54108325,-2.299156375
Y8Ga7Ni1O24,Y,,,Ga,Ni,,O,4,,,,,,82.24541371,-2.222178949
Y8Ga8O24,Y,,,Ga,,,O,3,,,,,,69.473884,-2.319739867
Y8Mg1Co7O24,Y,,,Co,Mg,,O,4,,,,,,0,-2.314868037
Y8Mg1Cr7O24,Y,,,Cr,Mg,,O,4,,,,,,0,-2.804119965
Y8Mg1Fe7O24,Y,,,Fe,Mg,,O,4,,,,,,0,-2.568915785
Y8Mg1Ga7O24,Y,,,Ga,Mg,,O,4,,,,,,91.67074296,-2.319571978
Y8Mg1Mn7O24,Y,,,Mn,Mg,,O,4,,,,,,0,-2.62133586
Y8Mg1Ni7O24,Y,,,Ni,Mg,,O,4,,,,,,0,-2.312051553
Y8Mg1Sc7O24,Y,,,Sc,Mg,,O,4,,,,,,59.06262229,-3.060757779
Y8Mg1Ti7O24,Y,,,Ti,Mg,,O,4,,,,,,27.90730325,-2.870785648
Y8Mg1V7O24,Y,,,V,Mg,,O,4,,,,,,0,-2.915307849
Y8Mg2Co6O24,Y,,,Co,Mg,,O,4,,,,,,0,-2.347250425
Y8Mg2Cr6O24,Y,,,Cr,Mg,,O,4,,,,,,0,-2.784805221
Y8Mg2Fe6O24,Y,,,Fe,Mg,,O,4,,,,,,0,-2.575149137
Y8Mg2Ga6O24,Y,,,Ga,Mg,,O,4,,,,,,116.7523519,-2.316519339
Y8Mg2Mn6O24,Y,,,Mn,Mg,,O,4,,,,,,0,-2.635865988
Y8Mg2Ni6O24,Y,,,Ni,Mg,,O,4,,,,,,0,-2.348433831
Y8Mg2Sc6O24,Y,,,Sc,Mg,,O,4,,,,,,94.00578421,-2.946618204
Y8Mg2Ti6O24,Y,,,Ti,Mg,,O,4,,,,,,19.9708105,-2.888403234
Y8Mg2V6O24,Y,,,V,Mg,,O,4,,,,,,0,-2.904379764
Y8Mg4Co4O24,Y,,,Co,Mg,,O,4,,,,,,0,-2.410425702
Y8Mg4Cr4O24,Y,,,Cr,Mg,,O,4,,,,,,0,-2.737083732
Y8Mg4Fe4O24,Y,,,Fe,Mg,,O,4,,,,,,0,-2.591535093
Y8Mg4Ga4O24,Y,,,Ga,Mg,,O,4,,,,,,166.7978199,-2.310531811
Y8Mg4Mn4O24,Y,,,Mn,Mg,,O,4,,,,,,0,-2.678582743
Y8Mg4Ni4O24,Y,,,Ni,Mg,,O,4,,,,,,0,-2.421752639
Y8Mg4Sc4O24,Y,,,Sc,Mg,,O,4,,,,,,160.395108,-2.721836054
Y8Mg4Ti4O24,Y,,,Ti,Mg,,O,4,,,,,,5.974325,-2.921761908
Y8Mg4V4O24,Y,,,V,Mg,,O,4,,,,,,0,-2.873537094
Y8Mn1Co7O24,Y,,,Co,Mn,,O,4,,,,,,74.35889627,-1.880785659
Y8Mn1Cr7O24,Y,,,Cr,Mn,,O,4,,,,,,23.58125292,-2.370042587
Y8Mn1Fe7O24,Y,,,Fe,Mn,,O,4,,,,,,26.70381011,-2.140128907
Y8Mn1Ga7O24,Y,,,Ga,Mn,,O,4,,,,,,70.45416536,-2.3029926
Y8Mn1Ni7O24,Y,,,Ni,Mn,,O,4,,,,,,90.16563994,-1.692397175
Y8Mn1V7O24,Y,,,V,Mn,,O,4,,,,,,36.55454693,-2.434824221
Y8Mn2Co6O24,Y,,,Co,Mn,,O,4,,,,,,39.79517364,-1.95937492
Y8Mn2Cr6O24,Y,,,Cr,Mn,,O,4,,,,,,32.36845034,-2.342605965
Y8Mn2Fe6O24,Y,,,Fe,Mn,,O,4,,,,,,33.75589221,-2.146826132
Y8Mn2Ga6O24,Y,,,Ga,Mn,,O,4,,,,,,70.59869671,-2.287081083
Y8Mn2Ni6O24,Y,,,Ni,Mn,,O,4,,,,,,31.52290816,-1.822704076
Y8Mn2V6O24,Y,,,V,Mn,,O,4,,,,,,33.52619036,-2.414379508
Y8Mn4Co4O24,Y,,,Co,Mn,,O,4,,,,,,0,-2.09844744
Y8Mn4Cr4O24,Y,,,Mn,Cr,,O,4,,,,,,46.01034518,-2.291665221
Y8Mn4Fe4O24,Y,,,Mn,Fe,,O,4,,,,,,40.23930643,-2.167841332
Y8Mn4Ga4O24,Y,,,Ga,Mn,,O,4,,,,,,65.52025943,-2.260625549
Y8Mn4Ni4O24,Y,,,Mn,Ni,,O,4,,,,,,0,-2.024596378
Y8Mn4V4O24,Y,,,V,Mn,,O,4,,,,,,19.41019935,-2.374837333
Y8Mn6Co2O24,Y,,,Mn,Co,,O,4,,,,,,33.9806022,-2.141148461
Y8Mn6Cr2O24,Y,,,Mn,Cr,,O,4,,,,,,43.94549002,-2.256431226
Y8Mn6Fe2O24,Y,,,Mn,Fe,,O,4,,,,,,39.12747064,-2.196451782
Y8Mn6Ni2O24,Y,,,Mn,Ni,,O,4,,,,,,103.7314147,-2.02658518
Y8Mn7Co1O24,Y,,,Mn,Co,,O,4,,,,,,38.17424353,-2.180929222
Y8Mn7Cr1O24,Y,,,Mn,Cr,,O,4,,,,,,40.82068744,-2.240906604
Y8Mn7Fe1O24,Y,,,Mn,Fe,,O,4,,,,,,38.38155275,-2.210947007
Y8Mn7Ni1O24,Y,,,Mn,Ni,,O,4,,,,,,56.66564979,-2.140031581
Y8Mn8O24,Y,,,Mn,,,O,3,,,,,,38.80363486,-2.224274232
Y8Ni8O24,Y,,,Ni,,,O,3,,,,,,87.83887172,-1.623059774
Y8Sc4Co4O24,Y,,,Sc,Co,,O,4,,,,,,57.84091464,-2.497227001
Y8Sc4Cr4O24,Y,,,Sc,Cr,,O,4,,,,,,24.51250794,-2.781132532
Y8Sc4Fe4O24,Y,,,Sc,Fe,,O,4,,,,,,20.73746919,-2.655312643
Y8Sc4Mn4O24,Y,,,Sc,Mn,,O,4,,,,,,46.76679762,-2.684280543
Y8Sc4Ni4O24,Y,,,Sc,Ni,,O,4,,,,,,120.061041,-2.334896689
Y8Sc6Co2O24,Y,,,Sc,Co,,O,4,,,,,,45.93718751,-2.831105177
Y8Sc6Cr2O24,Y,,,Sc,Cr,,O,4,,,,,,29.23073416,-2.973100193
Y8Sc6Fe2O24,Y,,,Sc,Fe,,O,4,,,,,,25.95621478,-2.911577248
Y8Sc6Mn2O24,Y,,,Sc,Mn,,O,4,,,,,,42.696629,-2.922335448
